Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1571,Agra,Khairagarh,Potato,Desi,FAQ,1400,1500,1450,14-Apr-20
1572,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,13-Apr-20
1573,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,12-Apr-20
1574,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,11-Apr-20
1575,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,10-Apr-20
1576,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,9-Apr-20
1577,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,8-Apr-20
1578,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,7-Apr-20
1579,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,6-Apr-20
1580,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,5-Apr-20
1581,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,4-Apr-20
1582,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,3-Apr-20
1583,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,2-Apr-20
1584,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,1-Apr-20
1585,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,31-Mar-20
1586,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,29-Mar-20
1587,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,27-Mar-20
1588,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,26-Mar-20
1589,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,25-Mar-20
1590,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,24-Mar-20
1591,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,21-Mar-20
1592,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,20-Mar-20
1593,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,19-Mar-20
1594,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,18-Mar-20
1595,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,17-Mar-20
1596,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,16-Mar-20
1597,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,15-Mar-20
1598,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,13-Mar-20
1599,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,12-Mar-20
1600,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,8-Mar-20
1601,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,7-Mar-20
1602,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,6-Mar-20
1603,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,5-Mar-20
1604,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,4-Mar-20
1605,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,3-Mar-20
1606,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,2-Mar-20
1607,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,1-Mar-20
1608,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,29-Feb-20
1609,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,28-Feb-20
1610,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,27-Feb-20
1611,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,26-Feb-20
1612,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,25-Feb-20
1613,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,24-Feb-20
1614,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,23-Feb-20
1615,Agra,Khairagarh,Potato,Desi,FAQ,800,900,850,22-Feb-20
1616,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,21-Feb-20
1617,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,20-Feb-20
1618,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,19-Feb-20
1619,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,18-Feb-20
1620,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,16-Feb-20
1621,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,14-Feb-20
1622,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,13-Feb-20
1623,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,12-Feb-20
1624,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,11-Feb-20
1625,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,10-Feb-20
1626,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,9-Feb-20
1627,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,8-Feb-20
1628,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,7-Feb-20
1629,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,5-Feb-20
1630,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,4-Feb-20
1631,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,3-Feb-20
1632,Agra,Khairagarh,Potato,Desi,FAQ,850,950,900,31-Jan-20
1633,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,30-Jan-20
1634,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,29-Jan-20
1635,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,28-Jan-20
1636,Agra,Khairagarh,Potato,Desi,FAQ,900,1000,950,27-Jan-20
1637,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,25-Jan-20
1638,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,24-Jan-20
1639,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,23-Jan-20
1640,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,22-Jan-20
1641,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,21-Jan-20
1642,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,20-Jan-20
1643,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,18-Jan-20
1644,Agra,Khairagarh,Potato,Desi,FAQ,950,1050,1000,17-Jan-20
1645,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,16-Jan-20
1646,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,15-Jan-20
1647,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,13-Jan-20
1648,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,12-Jan-20
1649,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,11-Jan-20
1650,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,10-Jan-20
1651,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,9-Jan-20
1652,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,8-Jan-20
1653,Agra,Khairagarh,Potato,Desi,FAQ,1000,1100,1050,7-Jan-20
1654,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,6-Jan-20
1655,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,5-Jan-20
1656,Agra,Khairagarh,Potato,Desi,FAQ,1000,1200,1100,4-Jan-20
1657,Agra,Khairagarh,Potato,Desi,FAQ,1100,1200,1150,3-Jan-20
1658,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,2-Jan-20
1659,Agra,Khairagarh,Potato,Desi,FAQ,1200,1300,1250,1-Jan-20
1660,Agra,Samsabad,Potato,Local,FAQ,2700,2800,2750,31-Oct-20
1661,Agra,Samsabad,Potato,Local,FAQ,1950,2050,2000,28-Aug-20
1662,Agra,Samsabad,Potato,Local,FAQ,1400,1600,1500,7-Jul-20
1663,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,6-Jul-20
1664,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,5-Jul-20
1665,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,4-Jul-20
1666,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,3-Jul-20
1667,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,1-Jul-20
1668,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,30-Jun-20
1669,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,29-Jun-20
1670,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,28-Jun-20
1671,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,27-Jun-20
1672,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,26-Jun-20
1673,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,25-Jun-20
1674,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,24-Jun-20
1675,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,23-Jun-20
1676,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,20-Jun-20
1677,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,18-Jun-20
1678,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,17-Jun-20
1679,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,16-Jun-20
1680,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,15-Jun-20
1681,Agra,Samsabad,Potato,Local,FAQ,1100,1400,1200,14-Jun-20
1682,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,13-Jun-20
1683,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,11-Jun-20
1684,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,10-Jun-20
1685,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,9-Jun-20
1686,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,8-Jun-20
1687,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,7-Jun-20
1688,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,6-Jun-20
1689,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,3-Jun-20
1690,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2-Jun-20
1691,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,1-Jun-20
1692,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,31-May-20
1693,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,30-May-20
1694,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,29-May-20
1695,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,28-May-20
1696,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,27-May-20
1697,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,26-May-20
1698,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,24-May-20
1699,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,23-May-20
1700,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,22-May-20
1701,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,21-May-20
1702,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,20-May-20
1703,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,19-May-20
1704,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,18-May-20
1705,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1200,17-May-20
1706,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,16-May-20
1707,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,15-May-20
1708,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,14-May-20
1709,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,13-May-20
1710,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1200,12-May-20
1711,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,11-May-20
1712,Agra,Samsabad,Potato,Local,FAQ,1850,1950,1925,10-May-20
1713,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,9-May-20
1714,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,8-May-20
1715,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,7-May-20
1716,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,6-May-20
1717,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,5-May-20
1718,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,4-May-20
1719,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,3-May-20
1720,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,2-May-20
1721,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,1-May-20
1722,Agra,Samsabad,Potato,Local,FAQ,1200,1400,1400,30-Apr-20
1723,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,29-Apr-20
1724,Agra,Samsabad,Potato,Local,FAQ,1000,1400,1400,28-Apr-20
1725,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,27-Apr-20
1726,Agra,Samsabad,Potato,Local,FAQ,1300,1500,1400,26-Apr-20
1727,Agra,Samsabad,Potato,Local,FAQ,1200,1500,1400,25-Apr-20
1728,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,24-Apr-20
1729,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,23-Apr-20
1730,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,22-Apr-20
1731,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,21-Apr-20
1732,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,20-Apr-20
1733,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,19-Apr-20
1734,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,18-Apr-20
1735,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,17-Apr-20
1736,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,16-Apr-20
1737,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,15-Apr-20
1738,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,14-Apr-20
1739,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,13-Apr-20
1740,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,12-Apr-20
1741,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,11-Apr-20
1742,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,10-Apr-20
1743,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,9-Apr-20
1744,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,8-Apr-20
1745,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,7-Apr-20
1746,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,6-Apr-20
1747,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,5-Apr-20
1748,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,4-Apr-20
1749,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,3-Apr-20
1750,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,2-Apr-20
1751,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,1-Apr-20
1752,Agra,Samsabad,Potato,Local,FAQ,1150,1250,1200,31-Mar-20
1753,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,30-Mar-20
1754,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,29-Mar-20
1755,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,28-Mar-20
1756,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,26-Mar-20
1757,Agra,Samsabad,Potato,Local,FAQ,800,1200,1000,25-Mar-20
1758,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,20-Mar-20
1759,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,19-Mar-20
1760,Agra,Samsabad,Potato,Local,FAQ,900,1000,1000,18-Mar-20
1761,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,17-Mar-20
1762,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,16-Mar-20
1763,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,15-Mar-20
1764,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,14-Mar-20
1765,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,13-Mar-20
1766,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,12-Mar-20
1767,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,11-Mar-20
1768,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,9-Mar-20
1769,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,8-Mar-20
1770,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,7-Mar-20
1771,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,5-Mar-20
1772,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,4-Mar-20
1773,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,3-Mar-20
1774,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,2-Mar-20
1775,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,1-Mar-20
1776,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,29-Feb-20
1777,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,28-Feb-20
1778,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,27-Feb-20
1779,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,26-Feb-20
1780,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,25-Feb-20
1781,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,24-Feb-20
1782,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,23-Feb-20
1783,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,22-Feb-20
1784,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,20-Feb-20
1785,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,19-Feb-20
1786,Agra,Samsabad,Potato,Local,FAQ,850,1000,900,18-Feb-20
1787,Agra,Samsabad,Potato,Local,FAQ,750,900,800,17-Feb-20
1788,Agra,Samsabad,Potato,Local,FAQ,750,900,800,16-Feb-20
1789,Agra,Samsabad,Potato,Local,FAQ,750,900,800,15-Feb-20
1790,Agra,Samsabad,Potato,Local,FAQ,750,900,800,12-Feb-20
1791,Agra,Samsabad,Potato,Local,FAQ,750,900,800,11-Feb-20
1792,Agra,Samsabad,Potato,Local,FAQ,700,900,800,10-Feb-20
1793,Agra,Samsabad,Potato,Local,FAQ,700,900,800,9-Feb-20
1794,Agra,Samsabad,Potato,Local,FAQ,700,900,800,8-Feb-20
1795,Agra,Samsabad,Potato,Local,FAQ,700,900,800,7-Feb-20
1796,Agra,Samsabad,Potato,Local,FAQ,700,900,800,6-Feb-20
1797,Agra,Samsabad,Potato,Local,FAQ,700,900,800,5-Feb-20
1798,Agra,Samsabad,Potato,Local,FAQ,700,900,800,4-Feb-20
1799,Agra,Samsabad,Potato,Local,FAQ,700,900,800,3-Feb-20
1800,Agra,Samsabad,Potato,Local,FAQ,700,850,800,2-Feb-20
1801,Agra,Samsabad,Potato,Local,FAQ,700,850,800,1-Feb-20
1802,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,30-Jan-20
1803,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,29-Jan-20
1804,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,28-Jan-20
1805,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,27-Jan-20
1806,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,26-Jan-20
1807,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,25-Jan-20
1808,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,23-Jan-20
1809,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,22-Jan-20
1810,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,21-Jan-20
1811,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,20-Jan-20
1812,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,19-Jan-20
1813,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,18-Jan-20
1814,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,16-Jan-20
1815,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,15-Jan-20
1816,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,14-Jan-20
1817,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,13-Jan-20
1818,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,12-Jan-20
1819,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,11-Jan-20
1820,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,9-Jan-20
1821,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,8-Jan-20
1822,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1100,7-Jan-20
1823,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,6-Jan-20
1824,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,5-Jan-20
1825,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,4-Jan-20
1826,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2-Jan-20
1827,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,1-Jan-20
